#{"t_start": 1764313774.8809488, "env_id": "FlappyBird-v0"}
r,l,t
3.9,50,190.879855
3.9,50,190.901332
3.9,50,190.924591
3.9,50,190.94686
3.9,50,190.970556
3.9,50,190.991554
3.9,50,191.015014
3.9,50,191.036932
3.9,50,191.059802
3.9,50,191.080851
3.9,50,191.103742
3.9,50,191.125537
3.9,50,191.148587
3.9,50,191.170353
3.9,50,191.193121
3.9,50,191.213417
3.9,50,191.236081
4.6,57,191.260869
3.9,50,191.283714
9.1,93,191.325388
3.9,50,191.346492
3.9,50,191.369398
3.9,50,191.391465
4.2,53,191.411592
3.9,50,191.430669
3.9,50,191.453936
3.9,50,191.476665
3.9,50,191.499055
4.1,52,191.520547
3.9,50,191.542288
3.9,50,191.565561
3.9,50,191.587421
3.9,50,191.610661
3.9,50,191.631799
8.4,86,191.670234
3.9,50,191.692366
8.4,86,191.731174
8.4,86,191.768975
8.4,86,191.809094
3.9,50,191.827735
3.9,50,191.846985
6.0,62,191.874219
3.9,50,191.89709
4.8,59,191.922237
8.5,87,191.961654
3.9,50,191.983528
3.9,50,192.005474
3.9,50,192.028307
4.6,57,192.053544
6.0,62,192.078625
8.4,86,192.112977
4.7,58,192.137668
3.9,50,192.161141
3.9,50,192.183958
3.9,50,192.207812
3.9,50,192.229897
3.9,50,192.252638
3.9,50,192.274838
3.9,50,192.297778
3.9,50,192.319855
9.3,95,192.362499
12.9,122,192.416782
3.9,50,192.438012
12.9,122,192.492101
27.0,236,192.595833
8.4,86,192.634388
9.1,93,192.670743
8.4,86,192.709575
8.4,86,192.746325
8.4,86,192.786706
3.9,50,192.808888
12.9,122,192.863019
8.4,86,192.901186
4.3,54,192.926483
3.9,50,192.948372
5.0,61,192.97691
9.4,96,193.020523
2.0,31,193.033846
8.4,86,193.073483
3.9,50,193.095899
6.8,70,193.128163
8.4,86,193.16638
2.0,31,193.178962
2.0,31,193.190562
3.9,50,193.211902
10.6,99,193.256745
8.4,86,193.295539
8.4,86,193.333842
3.9,50,193.35708
3.9,50,193.378923
4.1,52,193.402539
8.4,86,193.44229
6.3,65,193.471023
4.2,53,193.49242
8.4,86,193.529784
6.5,67,193.558748
8.4,86,193.59282
8.4,86,193.627516
17.9,163,193.701523
17.9,163,193.77444
4.3,54,193.797775
3.9,50,193.820036
3.9,50,193.839325
4.5,56,193.862731
5.0,61,193.89258
3.9,50,193.914233
6.0,62,193.942985
9.4,96,193.986562
3.9,50,194.007262
6.7,69,194.037144
3.9,50,194.059711
3.9,50,194.08244
8.4,86,194.121645
4.5,56,194.145843
4.7,58,194.171326
8.4,86,194.210802
4.1,52,194.23454
4.6,57,194.260381
3.9,50,194.282871
6.5,67,194.312685
3.9,50,194.335896
6.0,62,194.363048
8.4,86,194.401954
3.9,50,194.423334
8.4,86,194.460913
6.1,63,194.487176
8.4,86,194.526354
8.6,88,194.566072
4.9,60,194.595189
8.4,86,194.631343
3.9,50,194.653087
8.7,89,194.688207
3.9,50,194.710487
13.8,131,194.767781
3.9,50,194.789608
8.4,86,194.82899
3.9,50,194.84702
8.4,86,194.881161
3.9,50,194.903636
18.3,167,194.981407
4.2,53,195.005256
8.4,86,195.044749
4.8,59,195.070671
6.7,69,195.10215
8.4,86,195.141418
8.4,86,195.18107
3.9,50,195.202912
3.9,50,195.228479
3.9,50,195.250846
6.7,69,195.281869
4.9,60,195.307746
9.0,92,195.346816
12.9,122,195.402763
6.0,62,195.43043
6.0,62,195.459209
3.9,50,195.481387
9.2,94,195.524678
6.8,70,195.556313
8.4,86,195.595907
8.4,86,195.634101
3.9,50,195.657211
17.9,163,195.730545
8.4,86,195.768814
4.7,58,195.795524
4.2,53,195.819089
6.7,69,195.849789
8.4,86,195.889119
15.1,135,195.948497
5.0,61,195.976131
6.4,66,196.005196
4.4,55,196.030539
6.6,68,196.061392
4.2,53,196.08526
17.9,163,196.153556
6.8,70,196.18285
3.9,50,196.205735
3.9,50,196.229707
3.9,50,196.254601
8.4,86,196.29435
6.2,64,196.322502
12.9,122,196.376019
6.4,66,196.407732
3.9,50,196.43006
6.2,64,196.459935
6.6,68,196.490799
3.9,50,196.512582
3.9,50,196.535609
3.9,50,196.55757
3.9,50,196.580844
4.9,60,196.60707
3.9,50,196.628028
6.4,66,196.658417
8.4,86,196.69165
8.4,86,196.727728
4.0,51,196.749536
6.8,70,196.781012
3.9,50,196.80436
18.9,173,196.880337
3.9,50,196.903115
20.4,179,196.986559
3.9,50,197.009668
3.9,50,197.03173
3.9,50,197.052435
8.4,86,197.089718
4.4,55,197.11073
3.9,50,197.130809
8.4,86,197.16731
8.4,86,197.206494
12.9,122,197.258675
3.9,50,197.28055
3.9,50,197.303687
6.3,65,197.332976
3.9,50,197.355825
8.4,86,197.393917
8.4,86,197.431906
6.6,68,197.457468
3.9,50,197.479226
8.4,86,197.518662
6.8,70,197.549774
4.6,57,197.57375
5.0,61,197.597105
3.9,50,197.615144
6.6,68,197.645271
12.9,122,197.70114
3.9,50,197.723074
6.6,68,197.753626
3.9,50,197.776695
13.1,124,197.827199
4.0,51,197.849394
3.9,50,197.872566
12.9,122,197.922124
3.9,50,197.944433
8.4,86,197.983112
15.8,142,198.048244
4.4,55,198.073619
10.5,98,198.113931
3.9,50,198.134685
-4.5,50,198.156578
4.1,52,198.179972
6.0,62,198.208326
6.1,63,198.235697
4.0,51,198.258258
4.6,57,198.283351
3.9,50,198.30655
3.9,50,198.328268
3.9,50,198.350765
3.9,50,198.372154
4.9,60,198.394561
3.9,50,198.417229
5.0,61,198.444761
4.3,54,198.469993
3.9,50,198.490513
12.9,122,198.542309
3.9,50,198.564412
11.3,106,198.612736
3.9,50,198.634676
4.9,60,198.661743
3.9,50,198.685149
3.9,50,198.707489
3.9,50,198.731835
3.9,50,198.751583
6.6,68,198.779164
4.7,58,198.800923
-5.1,50,198.819973
2.0,31,198.831979
4.1,52,198.852482
0.3,50,198.87349
8.4,86,198.912499
3.9,50,198.935064
0.3,50,198.957752
3.9,50,198.979818
6.6,68,199.009943
4.1,52,199.033606
9.3,95,199.075922
-5.1,50,199.098916
4.4,55,199.122336
3.9,50,199.145686
8.4,86,199.184078
3.9,50,199.207251
3.9,50,199.229216
8.4,86,199.26882
-8.7,50,199.290786
4.9,60,199.317242
8.4,86,199.356219
3.9,50,199.378358
4.9,60,199.407193
-2.1,50,199.430079
8.4,86,199.468307
-6.9,50,199.490729
11.0,103,199.53735
3.9,50,199.559159
-1.5,50,199.58218
3.9,50,199.604211
4.1,52,199.627614
-0.9,50,199.650472
22.4,199,199.739343
17.9,163,199.813893
-8.7,50,199.837687
-0.9,50,199.860135
6.3,65,199.889339
3.9,50,199.912547
3.9,50,199.934382
1.0,57,199.960382
8.4,86,199.998651
3.9,50,200.021979
3.9,50,200.044113
3.9,50,200.065419
-6.9,50,200.086589
3.9,50,200.109706
8.4,86,200.146098
3.9,50,200.168381
9.5,97,200.210258
3.9,50,200.228648
3.9,50,200.251134
3.9,50,200.273455
4.4,55,200.295113
3.9,50,200.314251
8.4,86,200.351501
3.9,50,200.373885
8.4,86,200.412617
3.9,50,200.436095
6.8,70,200.467756
8.4,86,200.507072
3.9,50,200.528736
6.8,70,200.560998
3.9,50,200.582661
-6.3,50,200.60543
8.4,86,200.638441
-1.5,50,200.660704
5.0,61,200.68805
12.9,122,200.743653
3.9,50,200.767024
12.9,122,200.821767
12.9,122,200.875551
22.4,199,200.966017
3.9,50,200.988437
3.9,50,201.011706
4.2,53,201.033126
-5.7,50,201.054651
2.0,31,201.069045
3.9,50,201.092419
6.0,62,201.120194
6.4,66,201.150524
4.2,53,201.174926
3.9,50,201.197057
12.9,122,201.253038
3.9,50,201.275146
4.4,55,201.300328
3.9,50,201.323264
4.0,51,201.345164
-2.1,50,201.368392
8.4,86,201.406934
3.9,50,201.426493
2.0,31,201.439863
8.4,86,201.478073
3.9,50,201.498415
3.9,50,201.52032
-4.5,50,201.543243
3.9,50,201.565321
6.4,66,201.593084
3.9,50,201.616389
-0.9,50,201.63997
15.2,136,201.701843
3.9,50,201.72313
3.9,50,201.746025
4.0,51,201.763937
-6.9,50,201.786108
22.4,199,201.86925
6.1,63,201.892368
4.3,54,201.912826
6.7,69,201.942252
8.4,86,201.981166
6.8,70,202.011848
6.8,70,202.043698
3.9,50,202.066762
3.9,50,202.088892
3.9,50,202.109645
10.7,100,202.150948
3.9,50,202.174263
2.0,31,202.187629
2.0,31,202.202193
20.5,180,202.281197
4.1,52,202.304536
1.5,50,202.327665
3.9,50,202.349636
3.9,50,202.372959
6.1,63,202.400474
3.9,50,202.42367
9.1,93,202.464708
3.9,50,202.488568
2.0,31,202.501605
3.9,50,202.524488
3.9,50,202.546572
3.9,50,202.580358
17.9,163,202.652654
8.4,86,202.691652
3.9,50,202.715061
13.3,126,202.771919
4.8,59,202.798772
6.5,67,202.829966
3.9,50,202.852299
6.7,69,202.883598
3.9,50,202.906781
8.4,86,202.945345
3.9,50,202.967976
6.6,68,202.997712
12.9,122,203.04687
3.9,50,203.068633
4.9,60,203.094132
3.9,50,203.116043
3.9,50,203.138925
3.9,50,203.16151
4.9,60,203.190672
3.9,50,203.213961
10.8,101,203.258672
3.9,50,203.281435
8.4,86,203.319978
3.9,50,203.34312
3.9,50,203.364993
13.8,131,203.421906
3.9,50,203.440047
3.9,50,203.459788
9.5,97,203.502724
3.9,50,203.525632
3.9,50,203.547462
6.7,69,203.577798
3.9,50,203.600796
8.4,86,203.638985
3.9,50,203.661902
8.4,86,203.700141
6.0,62,203.728456
8.4,86,203.765928
6.3,65,203.795624
6.3,65,203.826442
2.0,31,203.837582
3.9,50,203.855365
6.1,63,203.881063
8.4,86,203.916598
3.9,50,203.939827
3.9,50,203.961925
13.3,126,204.019934
2.0,31,204.034264
3.9,50,204.055882
4.1,52,204.076632
3.9,50,204.095865
3.9,50,204.115163
10.6,99,204.158804
3.9,50,204.176303
3.9,50,204.195424
3.9,50,204.214785
18.1,165,204.291404
2.0,31,204.304684
3.9,50,204.327802
3.9,50,204.350022
2.0,31,204.364842
3.9,50,204.388312
3.9,50,204.409516
2.0,31,204.423252
3.9,50,204.445289
3.9,50,204.468661
3.9,50,204.490795
3.9,50,204.513739
3.9,50,204.536144
3.9,50,204.559729
2.0,31,204.574293
3.9,50,204.596077
2.0,31,204.610473
3.9,50,204.631975
2.0,31,204.646304
3.9,50,204.669439
2.0,31,204.784676
3.9,50,204.836563
3.9,50,204.860274
8.4,86,204.900812
10.9,102,204.980669
3.9,50,205.006685
3.9,50,205.031402
3.9,50,205.052518
8.4,86,205.092179
3.9,50,205.113256
3.9,50,205.134989
3.9,50,205.158648
3.9,50,205.1808
3.9,50,205.203813
3.9,50,205.230263
3.9,50,205.257438
3.9,50,205.279632
8.4,86,205.317347
4.0,51,205.341605
3.9,50,205.363447
3.9,50,205.38663
3.9,50,205.408791
3.9,50,205.430822
4.0,51,205.451477
3.9,50,205.474046
3.9,50,205.49634
3.9,50,205.518671
3.9,50,205.540835
3.9,50,205.563786
12.9,122,205.61772
3.9,50,205.640256
3.9,50,205.661478
6.5,67,205.691245
3.9,50,205.713969
3.9,50,205.735975
3.9,50,205.759272
3.9,50,205.779379
3.9,50,205.799936
2.9,40,205.816251
3.9,50,205.838086
3.9,50,205.858738
3.9,50,205.880243
3.9,50,205.903674
2.0,31,205.917094
3.9,50,205.940096
3.9,50,205.962484
3.9,50,205.985721
3.9,50,206.007131
3.9,50,206.030233
3.9,50,206.050657
3.9,50,206.070265
3.9,50,206.091241
3.9,50,206.113703
3.9,50,206.135971
3.9,50,206.159128
3.9,50,206.181154
3.9,50,206.204479
3.9,50,206.228116
3.9,50,206.250774
3.9,50,206.272435
3.9,50,206.293941
3.9,50,206.312116
3.9,50,206.331403
3.9,50,206.351066
3.9,50,206.374757
12.9,122,206.428782
3.9,50,206.452059
3.9,50,206.47367
8.4,86,206.511795
3.9,50,206.533995
8.4,86,206.573215
3.9,50,206.594765
3.9,50,206.617501
2.0,31,206.631898
3.9,50,206.65417
13.2,125,206.710297
8.4,86,206.748795
4.2,53,206.771987
3.9,50,206.795265
8.4,86,206.833011
6.1,63,206.861199
4.0,51,206.884223
9.1,93,206.925314
3.9,50,206.947117
3.9,50,206.970325
3.9,50,206.992476
3.9,50,207.015417
8.4,86,207.053845
3.9,50,207.076888
3.9,50,207.097182
8.7,89,207.135272
3.9,50,207.153711
3.9,50,207.172382
3.9,50,207.190697
3.9,50,207.211118
3.9,50,207.232277
4.0,51,207.254545
3.9,50,207.275074
3.9,50,207.296825
3.9,50,207.315321
17.9,163,207.382437
3.9,50,207.405825
8.4,86,207.444289
12.9,122,207.499443
6.6,68,207.530272
8.4,86,207.568591
3.9,50,207.591912
3.9,50,207.613652
3.9,50,207.636677
3.9,50,207.65876
3.9,50,207.681713
6.0,62,207.709834
3.9,50,207.732115
3.9,50,207.753924
3.9,50,207.776547
3.9,50,207.79826
8.4,86,207.837287
3.9,50,207.859017
3.9,50,207.88199
3.9,50,207.904086
3.9,50,207.924031
3.9,50,207.945767
3.9,50,207.969319
3.9,50,207.991518
12.9,122,208.04752
3.9,50,208.069534
3.9,50,208.092851
3.9,50,208.115068
3.9,50,208.138069
17.9,163,208.209572
3.9,50,208.228468
3.9,50,208.246023
3.9,50,208.264812
3.9,50,208.282576
3.9,50,208.301249
3.9,50,208.32361
3.9,50,208.346868
3.9,50,208.368603
3.9,50,208.3928
3.9,50,208.413556
3.9,50,208.435402
3.9,50,208.455492
3.9,50,208.476188
6.0,62,208.502819
3.9,50,208.526104
3.9,50,208.548201
3.9,50,208.571389
3.9,50,208.593137
3.9,50,208.614122
3.9,50,208.635095
3.9,50,208.656327
3.9,50,208.681565
3.9,50,208.70139
13.1,124,208.747644
3.9,50,208.767233
3.9,50,208.790196
3.9,50,208.812311
3.9,50,208.836067
3.9,50,208.858939
3.9,50,208.88164
3.9,50,208.903235
3.9,50,208.926213
3.9,50,208.948442
3.9,50,208.971184
3.9,50,208.991906
6.7,69,209.021479
8.4,86,209.055317
3.9,50,209.074606
3.9,50,209.09707
3.9,50,209.119999
3.9,50,209.142093
3.9,50,209.164849
3.9,50,209.186775
3.9,50,209.210976
3.9,50,209.232833
3.9,50,209.256666
3.9,50,209.278264
6.4,66,209.305104
8.8,90,209.343821
3.9,50,209.366949
3.9,50,209.388803
3.9,50,209.411892
3.9,50,209.43363
4.3,54,209.45849
3.9,50,209.480483
3.9,50,209.502974
3.9,50,209.521036
3.9,50,209.539723
3.9,50,209.557696
6.0,62,209.582478
27.1,237,209.687546
3.9,50,209.709493
6.8,70,209.738475
3.9,50,209.756478
3.9,50,209.778602
3.9,50,209.800895
3.9,50,209.822252
3.9,50,209.840155
4.1,52,209.862818
3.9,50,209.884938
3.9,50,209.906994
8.4,86,209.946041
3.9,50,209.966924
3.9,50,209.990182
3.9,50,210.011682
3.9,50,210.034937
3.9,50,210.056967
3.9,50,210.079744
3.9,50,210.102093
4.6,57,210.129448
3.9,50,210.151645
3.9,50,210.174599
3.9,50,210.196686
3.9,50,210.219542
3.9,50,210.241378
4.3,54,210.265951
3.9,50,210.288031
3.9,50,210.310742
3.9,50,210.33319
3.9,50,210.356579
8.6,88,210.396218
6.7,69,210.42698
3.9,50,210.449243
3.9,50,210.472533
3.9,50,210.494303
3.9,50,210.517325
3.9,50,210.539323
3.9,50,210.562614
8.7,89,210.602796
3.9,50,210.626293
9.4,96,210.669163
3.9,50,210.691466
3.9,50,210.714471
3.9,50,210.736492
3.9,50,210.759956
3.9,50,210.781845
3.9,50,210.804806
4.4,55,210.828662
6.8,70,210.85941
3.9,50,210.877566
3.9,50,210.896248
3.9,50,210.914319
8.6,88,210.94967
3.9,50,210.970778
3.9,50,210.99089
3.9,50,211.014146
3.9,50,211.035811
3.9,50,211.058797
3.9,50,211.077358
3.9,50,211.098631
3.9,50,211.120603
3.9,50,211.144262
3.9,50,211.166109
8.4,86,211.205581
3.9,50,211.227461
3.9,50,211.250582
3.9,50,211.272666
3.9,50,211.295059
6.1,63,211.323253
3.9,50,211.344985
3.9,50,211.368053
8.4,86,211.406171
3.9,50,211.429446
3.9,50,211.452141
9.5,97,211.494612
3.9,50,211.517356
3.9,50,211.539348
3.9,50,211.559559
3.9,50,211.586523
3.9,50,211.608873
8.4,86,211.643487
3.9,50,211.666774
5.0,61,211.689716
3.9,50,211.711857
3.9,50,211.730311
3.9,50,211.749733
3.9,50,211.76771
3.9,50,211.786288
3.9,50,211.806643
3.9,50,211.829642
3.9,50,211.851876
12.9,122,211.901402
3.9,50,211.921241
3.9,50,211.944321
3.9,50,211.966062
11.1,104,212.011718
3.9,50,212.034919
3.9,50,212.057036
4.4,55,212.081938
13.5,128,212.139227
6.6,68,212.170117
3.9,50,212.192284
3.9,50,212.215482
6.8,70,212.245084
3.9,50,212.267817
4.2,53,212.291377
3.9,50,212.314918
3.9,50,212.337103
8.4,86,212.376225
4.2,53,212.398887
3.9,50,212.419201
3.9,50,212.441101
12.9,122,212.485444
3.9,50,212.504293
8.4,86,212.536946
8.4,86,212.573123
4.7,58,212.597836
3.9,50,212.621782
4.2,53,212.643084
3.9,50,212.666205
3.9,50,212.688229
4.5,56,212.714242
8.4,86,212.755261
4.8,59,212.780942
22.4,199,212.867567
8.4,86,212.906961
3.9,50,212.929256
5.0,61,212.956225
3.9,50,212.97942
8.4,86,213.017377
3.9,50,213.040661
6.8,70,213.071803
11.3,106,213.120072
10.5,98,213.163268
6.4,66,213.193552
4.3,54,213.217301
6.4,66,213.247097
4.3,54,213.270493
9.0,92,213.311532
4.7,58,213.338041
4.6,57,213.363624
4.9,60,213.390192
3.9,50,213.410438
3.9,50,213.432175
8.7,89,213.473133
3.9,50,213.494121
4.8,59,213.517875
4.8,59,213.539132
12.9,122,213.589143
6.8,70,213.620607
4.1,52,213.644392
6.3,65,213.674742
4.1,52,213.698521
3.9,50,213.720509
4.6,57,213.745973
6.6,68,213.776816
3.9,50,213.800091
-8.7,50,213.821683
4.4,55,213.846777
6.6,68,213.877437
4.5,56,213.90292
6.1,63,213.931788
6.8,70,213.960253
3.9,50,213.983463
6.8,70,214.014478
3.9,50,214.037881
4.3,54,214.062175
3.9,50,214.085207
6.7,69,214.116525
8.4,86,214.155971
6.8,70,214.186811
4.1,52,214.210253
4.1,52,214.231424
4.5,56,214.252086
4.5,56,214.27706
3.9,50,214.300053
3.9,50,214.322173
3.9,50,214.344989
9.4,96,214.388201
9.3,95,214.43075
3.9,50,214.453771
3.9,50,214.475922
8.4,86,214.513837
-3.3,50,214.536689
4.5,56,214.557484
4.3,54,214.581719
2.7,50,214.603796
8.4,86,214.642053
3.9,50,214.661552
5.0,61,214.684636
3.9,50,214.707122
6.0,62,214.735708
8.4,86,214.773852
4.7,58,214.800849
4.6,57,214.826451
4.1,52,214.849885
3.9,50,214.872075
3.9,50,214.895457
5.0,61,214.922733
3.9,50,214.947197
3.9,50,214.969403
3.9,50,214.992381
3.9,50,215.014495
3.9,50,215.036446
4.9,60,215.058792
3.9,50,215.076428
4.2,53,215.096346
3.9,50,215.115348
3.9,50,215.133503
4.8,59,215.155443
3.9,50,215.173948
3.9,50,215.192083
4.0,51,215.211305
4.4,55,215.235076
3.9,50,215.256629
4.2,53,215.280606
4.0,51,215.304367
2.0,31,215.318794
2.4,35,215.334337
3.9,50,215.354527
-0.9,50,215.377072
3.9,50,215.398879
3.9,50,215.421628
3.9,50,215.443846
-3.3,50,215.465233
3.9,50,215.485052
3.9,50,215.508456
3.9,50,215.530508
8.4,86,215.570287
3.9,50,215.592447
4.6,57,215.618217
3.9,50,215.638409
3.9,50,215.659383
3.9,50,215.681986
3.9,50,215.704171
3.9,50,215.726464
3.9,50,215.748594
-0.9,50,215.771176
3.9,50,215.792395
4.7,58,215.819746
3.9,50,215.841753
6.1,63,215.87049
3.9,50,215.893903
3.9,50,215.916037
3.9,50,215.939036
3.9,50,215.959047
4.6,57,215.980603
4.8,59,216.003053
3.9,50,216.021976
3.9,50,216.043086
3.9,50,216.065923
3.9,50,216.084276
3.9,50,216.105327
3.9,50,216.127408
8.4,86,216.161098
3.9,50,216.183352
3.9,50,216.206345
3.9,50,216.228532
3.9,50,216.251668
4.8,59,216.275179
4.8,59,216.301092
-5.7,50,216.320171
3.9,50,216.338114
5.0,61,216.360569
3.9,50,216.381134
3.9,50,216.402916
3.9,50,216.425774
6.6,68,216.456414
-1.5,50,216.475822
3.9,50,216.499134
3.9,50,216.519563
3.9,50,216.541945
3.9,50,216.563596
3.9,50,216.586571
3.9,50,216.608588
4.4,55,216.633861
3.9,50,216.657848
3.9,50,216.67972
4.4,55,216.704976
4.5,56,216.730347
3.9,50,216.75261
6.3,65,216.782629
8.4,86,216.82138
3.9,50,216.844532
3.9,50,216.866792
4.8,59,216.893735
8.4,86,216.931609
3.9,50,216.954738
4.2,53,216.978664
3.9,50,217.001483
3.9,50,217.023437
3.9,50,217.046434
3.9,50,217.067312
3.9,50,217.086329
