²¨³¤(nm),30min
483.047419,7.539682
483.311976,7.568427
483.576516,7.598212
483.841038,7.617338
484.105543,7.639793
484.37003,7.67081
484.6345,7.701406
484.898952,7.732376
485.163387,7.763596
485.427805,7.804357
485.692205,7.837688
485.956587,7.86799
486.220952,7.897559
486.4853,7.926148
486.749629,7.955922
487.013942,7.984902
487.278236,8.011083
487.542514,8.041875
487.806773,8.067724
488.071015,8.096437
488.335239,8.126687
488.599446,8.159573
488.863635,8.192817
489.127806,8.225126
489.39196,8.254456
489.656095,8.282223
489.920214,8.311292
490.184314,8.340592
490.448397,8.371556
490.712462,8.393095
490.976509,8.419355
491.240538,8.450628
491.50455,8.486316
491.768543,8.521844
492.032519,8.551531
492.296477,8.581406
492.560417,8.613502
492.82434,8.644831
493.088244,8.679235
493.352131,8.712821
493.615999,8.740952
493.87985,8.772
494.143683,8.79864
494.407497,8.825429
494.671294,8.850285
494.935073,8.881336
495.198834,8.91964
495.462577,8.957308
495.726302,8.990439
495.990008,9.017744
496.253697,9.049314
496.517368,9.083057
496.78102,9.111191
497.044655,9.138604
497.308271,9.169542
497.571869,9.198027
497.835449,9.223018
498.099011,9.253923
498.362555,9.285536
498.626081,9.315146
498.889588,9.349996
499.153077,9.386781
499.416548,9.424238
499.680001,9.457552
499.943436,9.487169
500.206852,9.523884
500.47025,9.563923
500.73363,9.590472
500.996991,9.617976
501.260334,9.65011
501.523659,9.680549
501.786965,9.707108
502.050253,9.73606
502.313523,9.767485
502.576774,9.800733
502.840007,9.835696
503.103222,9.868526
503.366418,9.902792
503.629595,9.937525
503.892754,9.965905
504.155895,10.007465
504.419017,10.045729
504.682121,10.08026
504.945206,10.104039
505.208273,10.137111
505.471321,10.166147
505.73435,10.19356
505.997361,10.221557
506.260354,10.257864
506.523328,10.293481
506.786283,10.323268
507.04922,10.361223
507.312138,10.394601
507.575037,10.431045
507.837918,10.467151
508.100779,10.499856
508.363623,10.538238
508.626447,10.573673
508.889253,10.60218
509.15204,10.638365
509.414809,10.675172
509.677558,10.711055
509.940289,10.752763
510.203001,10.794742
510.465694,10.83292
510.728369,10.868017
510.991025,10.900623
511.253661,10.939983
511.516279,10.973992
511.778878,11.00511
512.041458,11.031119
512.30402,11.057149
512.566562,11.084656
512.829085,11.119081
513.09159,11.143828
513.354075,11.174425
513.616542,11.205017
513.878989,11.234466
514.141418,11.269968
514.403828,11.304423
514.666218,11.330821
514.92859,11.359798
515.190942,11.394288
515.453275,11.427072
515.71559,11.46182
515.977885,11.489825
516.240161,11.52395
516.502418,11.558045
516.764656,11.593612
517.026875,11.626549
517.289074,11.65507
517.551254,11.68469
517.813416,11.711836
518.075558,11.742686
518.33768,11.779351
518.599784,11.821008
518.861868,11.858706
519.123933,11.888247
519.385979,11.917874
519.648005,11.947809
519.910012,11.983333
520.172,12.028388
520.433969,12.063528
520.695918,12.094582
520.957847,12.126692
521.219758,12.160134
521.481649,12.196354
521.743521,12.24219
522.005373,12.286512
522.267206,12.32208
522.529019,12.362556
522.790813,12.397153
523.052587,12.432261
523.314342,12.465052
523.576078,12.504808
523.837794,12.540808
524.09949,12.577267
524.361167,12.60831
524.622824,12.649495
524.884462,12.687633
525.14608,12.731172
525.407679,12.76643
525.669258,12.787058
525.930817,12.807472
526.192357,12.831967
526.453877,12.866416
526.715377,12.903548
526.976858,12.942627
527.238319,12.980465
527.49976,13.014426
527.761182,13.053749
528.022584,13.098393
528.283966,13.139583
528.545328,13.171501
528.806671,13.203851
529.067994,13.23806
529.329297,13.279502
529.59058,13.305069
529.851843,13.341696
530.113087,13.382074
530.37431,13.417519
530.635514,13.456748
530.896698,13.492713
531.157862,13.52902
531.419006,13.566679
531.68013,13.600813
531.941235,13.633302
532.202319,13.67166
532.463383,13.710549
532.724428,13.744164
532.985452,13.786699
533.246456,13.824082
533.507441,13.858035
533.768405,13.898166
534.029349,13.938091
534.290273,13.982252
534.551177,14.015218
534.812061,14.050811
535.072925,14.092246
535.333769,14.13047
535.594592,14.170395
535.855396,14.209507
536.116179,14.243835
536.376942,14.28133
536.637685,14.324476
536.898408,14.363317
537.15911,14.399655
537.419793,14.429035
537.680455,14.461958
537.941096,14.497054
538.201718,14.541153
538.462319,14.581922
538.7229,14.62739
538.983461,14.677267
539.244001,14.721433
539.504521,14.76939
539.76502,14.821889
540.0255,14.873394
540.285958,14.919711
540.546397,14.970742
540.806815,15.016052
541.067212,15.058471
541.327589,15.10051
541.587946,15.141845
541.848282,15.19088
542.108598,15.233293
542.368893,15.286881
542.629168,15.327467
542.889422,15.370261
543.149656,15.405439
543.409869,15.449942
543.670061,15.480089
543.930233,15.516032
544.190385,15.555589
544.450516,15.585277
544.710626,15.629842
544.970715,15.674839
545.230784,15.729865
545.490832,15.787371
545.75086,15.825415
546.010867,15.862585
546.270853,15.908401
546.530818,15.938766
546.790763,15.974121
547.050687,16.006444
547.31059,16.036649
547.570472,16.082533
547.830334,16.128987
548.090175,16.174648
548.349995,16.220573
548.609794,16.270458
548.869572,16.321248
549.12933,16.376657
549.389066,16.420058
549.648782,16.460392
549.908477,16.496711
550.168151,16.530651
550.427804,16.574919
550.687436,16.607215
550.947047,16.64026
551.206637,16.690368
551.466206,16.728482
551.725754,16.769407
551.985281,16.820287
552.244787,16.867174
552.504272,16.915218
552.763736,16.949398
553.023179,16.982047
553.282601,17.012665
553.542002,17.047077
553.801382,17.083926
554.06074,17.129035
554.320078,17.179793
554.579394,17.22507
554.838689,17.27268
555.097963,17.324251
555.357216,17.379236
555.616447,17.419
555.875657,17.452571
556.134846,17.497407
556.394014,17.546654
556.653161,17.575332
556.912286,17.610819
557.17139,17.654682
557.430473,17.697464
557.689534,17.743932
557.948574,17.785207
558.207593,17.832503
558.46659,17.876717
558.725566,17.913979
558.984521,17.958161
559.243454,18.005861
559.502366,18.039052
559.761257,18.068164
560.020125,18.103926
560.278973,18.149028
560.537799,18.190351
560.796604,18.240804
561.055387,18.295949
561.314148,18.352969
561.572888,18.40143
561.831607,18.441891
562.090303,18.486346
562.348979,18.532989
562.607633,18.57497
562.866265,18.617377
563.124875,18.660543
